location_id,location_name,province,season,season_type,crop_type,lat,lon,ndvi,evi,ndwi,ndre,lai,bsi,ndvi_std,ndvi_min,ndvi_max,temp_celsius,rainfall_mm,soil_moisture,crop_stress_label
PB27,Mandi Bahauddin,Punjab,Kharif_2020,kharif,sugarcane,32.5864,73.4917,0.2006,0.1397,-0.2455,0.2197,1.003,0.0696,0.0481,0.0994,0.2961,29.3,257.3,21.4,Healthy
PB30,Narowal,Punjab,Kharif_2020,kharif,rice,32.1003,74.8753,0.2069,0.1359,-0.2708,0.223,1.035,0.0915,0.0561,0.0664,0.29,32.1,229.2,21.0,Healthy
PB29,Muzaffargarh,Punjab,Kharif_2020,kharif,cotton,30.0736,71.1925,0.1471,0.1146,-0.2116,0.168,0.736,0.0993,0.0387,0.0521,0.2348,27.3,295.8,21.9,Stressed
PB28,Mianwali,Punjab,Kharif_2020,kharif,wheat,32.5853,71.5436,0.2561,0.1859,-0.3105,0.2788,1.28,0.0719,0.0786,0.0749,0.4351,29.9,293.6,20.4,Healthy
PB31,Toba Tek Singh,Punjab,Kharif_2020,kharif,sugarcane,30.9667,72.4833,0.2413,0.1779,-0.2844,0.2675,1.206,0.0568,0.0741,0.1313,0.3895,27.8,312.1,20.8,Healthy
PB33,Jhelum,Punjab,Kharif_2020,kharif,wheat,32.9425,73.7258,0.2436,0.1645,-0.2871,0.2705,1.218,0.0672,0.0585,0.141,0.3622,30.6,301.0,20.8,Healthy
PB32,Vehari,Punjab,Kharif_2020,kharif,cotton,30.0442,72.3514,0.1872,0.1456,-0.24,0.2137,0.936,0.0902,0.0496,0.0954,0.2935,31.8,275.2,21.5,Stressed
PB34,Bhakkar,Punjab,Kharif_2020,kharif,wheat,31.6267,71.0617,0.1501,0.1147,-0.2037,0.175,0.75,0.1001,0.0417,0.0673,0.2405,30.6,361.8,22.0,Stressed
SD02,Hyderabad,Sindh,Kharif_2020,kharif,wheat,25.396,68.3578,0.2087,0.1734,-0.2602,0.2279,1.044,0.07,0.0779,0.0487,0.3648,34.6,317.8,21.2,Healthy
SD03,Sukkur,Sindh,Kharif_2020,kharif,wheat,27.7052,68.857,0.1223,0.1029,-0.1942,0.1485,0.611,0.1102,0.0371,0.0615,0.2021,26.3,282.5,22.1,Diseased
SD01,Karachi,Sindh,Kharif_2020,kharif,cotton,24.8607,67.0011,0.0625,0.0506,-0.1293,0.0763,0.312,0.1149,0.0319,-0.0089,0.1363,27.5,256.4,23.1,Diseased
SD04,Larkana,Sindh,Kharif_2020,kharif,rice,27.557,68.2138,0.1018,0.0873,-0.1712,0.124,0.509,0.1088,0.0387,0.0338,0.1846,31.4,289.0,22.5,Diseased
SD05,Nawabshah,Sindh,Kharif_2020,kharif,sugarcane,26.2442,68.4099,0.1187,0.0971,-0.1899,0.1365,0.593,0.1101,0.0368,0.0407,0.1824,29.5,183.7,22.2,Diseased
SD07,Khairpur,Sindh,Kharif_2020,kharif,sugarcane,27.5297,68.7592,0.1437,0.1145,-0.2082,0.1688,0.719,0.0989,0.0492,0.0656,0.2468,24.5,337.5,21.9,Stressed
SD06,Mirpurkhas,Sindh,Kharif_2020,kharif,rice,25.5281,69.0092,0.1795,0.1337,-0.2344,0.2043,0.897,0.0876,0.0538,0.0797,0.3011,27.7,248.5,21.6,Stressed
SD08,Jacobabad,Sindh,Kharif_2020,kharif,wheat,28.2769,68.4514,0.1131,0.0942,-0.1913,0.1302,0.566,0.1231,0.0364,0.06,0.191,32.3,348.0,22.2,Diseased
SD09,Badin,Sindh,Kharif_2020,kharif,rice,24.6556,68.8383,0.1574,0.1183,-0.2106,0.1764,0.787,0.0913,0.0572,0.0408,0.2579,32.5,218.1,21.9,Stressed
SD10,Dadu,Sindh,Kharif_2020,kharif,wheat,26.7317,67.7753,0.1232,0.0995,-0.2018,0.1382,0.616,0.1129,0.0375,0.0203,0.2036,31.9,281.2,22.0,Diseased
SD15,Naushahro Feroze,Sindh,Kharif_2020,kharif,sugarcane,26.8414,68.1175,0.2258,0.1762,-0.2807,0.2422,1.129,0.0734,0.0776,0.0487,0.3475,29.9,293.2,20.9,Healthy
SD11,Ghotki,Sindh,Kharif_2020,kharif,cotton,28.0033,69.3161,0.1584,0.1258,-0.2233,0.1801,0.792,0.0957,0.0388,0.0926,0.2485,29.7,305.3,21.7,Stressed
SD14,Matiari,Sindh,Kharif_2020,kharif,sugarcane,25.5975,68.4608,0.447,0.3319,-0.4358,0.4685,2.235,-0.0643,0.1475,0.1593,0.6925,28.1,291.2,18.6,Healthy
SD13,Kashmore,Sindh,Kharif_2020,kharif,wheat,28.4475,69.5675,0.1989,0.1305,-0.2713,0.2074,0.995,0.0422,0.196,-0.0048,0.6042,30.7,319.8,21.0,Stressed
SD16,Sanghar,Sindh,Kharif_2020,kharif,cotton,26.0464,68.9486,0.1582,0.1239,-0.2235,0.1796,0.791,0.1017,0.0493,0.0781,0.2665,30.9,224.1,21.7,Stressed
SD17,Shikarpur,Sindh,Kharif_2020,kharif,wheat,27.9569,68.6381,0.1044,0.0861,-0.1807,0.1208,0.522,0.1262,0.0369,0.0495,0.1895,28.9,287.0,22.3,Diseased
SD12,Kamber,Sindh,Kharif_2020,kharif,wheat,27.5861,68.0017,0.1051,0.0856,-0.1817,0.1186,0.525,0.1225,0.054,-0.0129,0.219,31.8,321.7,22.3,Diseased
SD19,Thatta,Sindh,Kharif_2020,kharif,cotton,24.7461,67.9239,0.1487,0.1116,-0.205,0.1637,0.744,0.0979,0.0577,0.0499,0.2742,29.4,255.8,22.0,Stressed
SD18,Tando Allahyar,Sindh,Kharif_2020,kharif,rice,25.4661,68.7178,0.1816,0.1439,-0.2385,0.2064,0.908,0.0789,0.0586,0.0536,0.2952,28.9,313.6,21.5,Stressed
SD20,Umerkot,Sindh,Kharif_2020,kharif,wheat,25.3619,69.7358,0.1572,0.1351,-0.2185,0.1855,0.786,0.0968,0.0596,0.048,0.2898,28.4,278.0,21.8,Stressed
BL02,Turbat,Balochistan,Kharif_2020,kharif,wheat,26.0021,63.0621,0.1334,0.123,-0.1849,0.1367,0.667,0.1033,0.0371,0.0637,0.2233,29.0,338.3,22.3,Diseased
BL03,Khuzdar,Balochistan,Kharif_2020,kharif,mango,27.8,66.6167,0.1307,0.1224,-0.2043,0.1407,0.653,0.1057,0.0512,0.0649,0.2483,29.9,269.6,22.0,Diseased
BL01,Quetta,Balochistan,Kharif_2020,kharif,wheat,30.1798,66.975,0.0868,0.0799,-0.1586,0.0905,0.434,0.1135,0.0185,0.0481,0.1281,29.1,322.8,22.7,Diseased
BL05,Zhob,Balochistan,Kharif_2020,kharif,wheat,31.3417,69.4486,0.1313,0.1029,-0.2009,0.1388,0.657,0.1163,0.029,0.0634,0.1972,29.9,214.1,22.0,Diseased
BL04,Loralai,Balochistan,Kharif_2020,kharif,wheat,30.3724,68.5989,0.1037,0.0991,-0.1821,0.1109,0.519,0.1282,0.0224,0.0546,0.1602,34.2,363.1,22.3,Diseased
BL09,Kalat,Balochistan,Kharif_2020,kharif,wheat,29.0228,66.5906,0.2197,0.1889,-0.2849,0.2274,1.099,0.08,0.0378,0.1312,0.2917,29.6,316.7,20.8,Healthy
BL07,Sibi,Balochistan,Kharif_2020,kharif,cotton,29.5432,67.8772,0.1961,0.163,-0.2667,0.2132,0.981,0.1017,0.0518,0.0929,0.3028,31.3,278.0,21.1,Healthy
BL08,Pishin,Balochistan,Kharif_2020,kharif,wheat,30.5817,66.9956,0.1317,0.1152,-0.2192,0.1347,0.658,0.1207,0.0364,0.0729,0.2244,28.3,345.1,21.8,Diseased
BL06,Mastung,Balochistan,Kharif_2020,kharif,mango,29.797,66.846,0.1617,0.1455,-0.2411,0.1664,0.808,0.1057,0.0307,0.0967,0.2309,29.9,285.1,21.5,Stressed
BL11,Chagai,Balochistan,Kharif_2020,kharif,wheat,29.1089,64.7983,0.0521,0.0431,-0.1587,0.0449,0.261,0.1657,0.0114,0.0243,0.0688,30.8,250.0,22.7,Diseased
BL12,Dera Bugti,Balochistan,Kharif_2020,kharif,wheat,29.0367,69.1583,0.1907,0.173,-0.2799,0.2053,0.954,0.1211,0.0475,0.1265,0.2964,31.0,273.9,20.9,Healthy
BL13,Jaffarabad,Balochistan,Kharif_2020,kharif,cotton,28.8958,68.2706,0.0825,0.074,-0.2075,0.0913,0.413,0.1729,0.0709,0.0066,0.2799,29.5,278.8,21.9,Diseased
BL14,Jhal Magsi,Balochistan,Kharif_2020,kharif,wheat,28.2833,67.7333,0.0793,0.0669,-0.1764,0.0975,0.396,0.1677,0.0701,-0.1355,0.2215,31.0,304.0,22.4,Diseased
BL10,Gwadar,Balochistan,Kharif_2020,kharif,mango,25.1264,62.3255,-0.0489,0.0082,0.1252,-0.0425,-0.245,0.0335,0.0902,-0.3727,0.0745,28.2,192.5,26.8,Diseased
BL16,Lasbela,Balochistan,Kharif_2020,kharif,mango,26.215,66.6933,0.0914,0.0689,-0.1679,0.1032,0.457,0.1667,0.0617,0.0256,0.2202,31.9,224.3,22.5,Diseased
BL18,Nasirabad,Balochistan,Kharif_2020,kharif,cotton,28.4167,68.3833,0.156,0.1166,-0.2355,0.1764,0.78,0.1057,0.2495,0.0041,0.7171,30.7,217.2,21.5,Stressed
BL15,Kharan,Balochistan,Kharif_2020,kharif,wheat,28.5833,65.4167,0.0744,0.0707,-0.1532,0.0737,0.372,0.1363,0.0179,0.0259,0.1091,32.7,298.0,22.7,Diseased
BL17,Musakhel,Balochistan,Kharif_2020,kharif,wheat,30.6983,69.8361,0.157,0.1048,-0.2398,0.1754,0.785,0.1922,0.0293,0.0778,0.2212,28.6,300.6,21.5,Stressed
BL21,Washuk,Balochistan,Kharif_2020,kharif,wheat,27.5,64.0,0.0436,0.0352,-0.1327,0.0385,0.218,0.2182,0.0146,0.0148,0.0676,31.6,239.1,23.0,Diseased
BL20,Panjgur,Balochistan,Kharif_2020,kharif,wheat,26.9686,64.0994,0.0804,0.0739,-0.1574,0.0856,0.402,0.1459,0.0183,0.0357,0.1136,30.2,247.8,22.7,Diseased
KP01,Peshawar,KPK,Kharif_2020,kharif,wheat,34.015,71.5249,0.223,0.159,-0.2918,0.2457,1.115,0.0827,0.0635,0.1243,0.3624,30.1,288.3,20.7,Healthy
BL22,Ziarat,Balochistan,Kharif_2020,kharif,mango,30.3819,67.7244,0.2577,0.1979,-0.3146,0.2683,1.288,0.0864,0.0377,0.1496,0.3251,28.5,394.2,20.4,Healthy
KP04,Charsadda,KPK,Kharif_2020,kharif,wheat,34.145,71.7305,0.234,0.1639,-0.2799,0.2524,1.17,0.0887,0.067,0.1196,0.3707,27.2,380.8,20.9,Healthy
BL19,Nushki,Balochistan,Kharif_2020,kharif,wheat,29.5533,66.0211,0.0787,0.0728,-0.158,0.0774,0.394,0.1321,0.0195,0.028,0.1283,30.3,224.5,22.7,Diseased
KP03,Swat,KPK,Kharif_2020,kharif,rice,35.2227,72.4258,0.518,0.2678,-0.5028,0.5357,2.59,-0.0593,0.1564,0.0949,0.7179,31.7,256.6,17.6,Healthy
KP02,Mardan,KPK,Kharif_2020,kharif,sugarcane,34.1986,72.0404,0.2613,0.1911,-0.2939,0.2856,1.306,0.0637,0.0658,0.1226,0.4082,29.8,268.8,20.7,Healthy
KP06,Abbottabad,KPK,Kharif_2020,kharif,wheat,34.1558,73.2194,0.4933,0.3162,-0.4807,0.5109,2.467,-0.0304,0.0906,0.2724,0.6222,31.3,254.3,18.0,Healthy
KP08,Bannu,KPK,Kharif_2020,kharif,wheat,32.9892,70.6017,0.1694,0.129,-0.23,0.1889,0.847,0.1083,0.0412,0.0937,0.2657,32.2,263.9,21.6,Stressed
KP07,Dera Ismail Khan,KPK,Kharif_2020,kharif,wheat,31.8319,70.9018,0.0863,0.0692,-0.1555,0.1153,0.432,0.139,0.0238,0.0402,0.1402,32.6,198.8,22.7,Diseased
KP09,Battagram,KPK,Kharif_2020,kharif,rice,34.6825,73.0253,0.4132,0.2846,-0.4197,0.4288,2.066,0.0175,0.0865,0.2306,0.5533,31.2,244.9,18.8,Healthy
KP05,Nowshera,KPK,Kharif_2020,kharif,sugarcane,34.0153,71.9747,0.1421,0.1056,-0.1869,0.1589,0.711,0.0729,0.0639,0.0075,0.2892,31.4,293.5,22.2,Diseased
KP11,Chitral,KPK,Kharif_2020,kharif,mango,35.8511,71.7864,0.2896,0.1902,-0.3123,0.2923,1.448,-0.0054,0.0867,0.1309,0.4682,31.3,275.1,20.4,Healthy
KP10,Buner,KPK,Kharif_2020,kharif,wheat,34.5133,72.5006,0.4147,0.2632,-0.4576,0.4354,2.074,0.0271,0.1365,0.2551,0.7553,27.9,293.9,18.3,Healthy
KP13,Hangu,KPK,Kharif_2020,kharif,wheat,33.5308,71.0586,0.3212,0.2176,-0.3611,0.3414,1.606,0.0703,0.0682,0.163,0.4495,29.2,349.5,19.7,Healthy
KP12,Dir Lower,KPK,Kharif_2020,kharif,rice,34.7397,71.9006,0.427,0.2664,-0.4717,0.445,2.135,0.0394,0.1348,0.189,0.6553,30.3,275.1,18.1,Healthy
KP15,Karak,KPK,Kharif_2020,kharif,wheat,33.1169,71.0944,0.1836,0.1406,-0.2533,0.2053,0.918,0.1057,0.0522,0.081,0.3044,32.2,222.2,21.3,Stressed
KP14,Haripur,KPK,Kharif_2020,kharif,sugarcane,33.9942,72.9317,0.2757,0.2021,-0.3033,0.2981,1.378,0.0536,0.0622,0.1395,0.3946,30.3,334.2,20.5,Healthy
KP16,Kohat,KPK,Kharif_2020,kharif,wheat,33.5869,71.4414,0.2699,0.1923,-0.3141,0.2918,1.35,0.069,0.0531,0.1582,0.3642,26.3,301.3,20.4,Healthy
KP17,Lakki Marwat,KPK,Kharif_2020,kharif,wheat,32.6072,70.9122,0.1512,0.1178,-0.2143,0.1729,0.756,0.118,0.0492,0.0599,0.264,29.8,301.4,21.8,Stressed
KP19,Mansehra,KPK,Kharif_2020,kharif,wheat,34.3297,73.2003,0.2197,0.1649,-0.2564,0.239,1.099,0.0744,0.0527,0.1054,0.319,33.8,276.2,21.2,Healthy
KP21,Swabi,KPK,Kharif_2020,kharif,sugarcane,34.12,72.47,0.2833,0.2042,-0.3239,0.3075,1.416,0.0694,0.0907,0.096,0.4937,31.4,294.7,20.2,Healthy
KP18,Malakand,KPK,Kharif_2020,kharif,rice,34.5653,71.9306,0.4641,0.2783,-0.4588,0.4812,2.32,-0.0221,0.08,0.2734,0.628,32.2,248.0,18.3,Healthy
KP23,Tor Ghar,KPK,Kharif_2020,kharif,rice,34.7167,73.0833,0.6547,0.4476,-0.6024,0.667,3.273,-0.126,0.1355,0.3213,0.7959,33.7,279.8,16.2,Healthy
KP20,Shangla,KPK,Kharif_2020,kharif,rice,34.9167,72.8333,0.6394,0.5085,-0.5749,0.6536,3.197,-0.1187,0.0763,0.4306,0.7393,30.2,214.0,16.6,Healthy
KP22,Tank,KPK,Kharif_2020,kharif,wheat,32.2167,70.3833,0.1912,0.1513,-0.2494,0.2104,0.956,0.1043,0.0513,0.1025,0.3103,30.5,282.1,21.3,Stressed
PB02,Faisalabad,Punjab,Rabi_2021,rabi,cotton,31.4187,73.0791,0.1692,0.0933,-0.2271,0.1658,0.846,0.0715,0.0435,0.0741,0.2404,20.1,129.8,21.7,Stressed
PB08,Sargodha,Punjab,Rabi_2021,rabi,wheat,32.0836,72.6711,0.177,0.104,-0.2508,0.1755,0.885,0.0896,0.0453,0.0795,0.2578,21.1,153.2,21.3,Stressed
PB03,Multan,Punjab,Rabi_2021,rabi,wheat,30.1978,71.4711,0.1038,0.0693,-0.194,0.1052,0.519,0.1134,0.0253,0.0537,0.1473,22.5,128.8,22.1,Diseased
PB01,Lahore,Punjab,Rabi_2021,rabi,wheat,31.5204,74.3587,0.2281,0.1454,-0.2662,0.2354,1.141,0.0556,0.1164,-0.1838,0.3377,13.8,107.0,21.1,Healthy
PB04,Gujranwala,Punjab,Rabi_2021,rabi,rice,32.1877,74.1945,0.165,0.1016,-0.2207,0.1636,0.825,0.0725,0.0731,-0.0674,0.2507,18.2,146.3,21.8,Stressed
PB06,Sialkot,Punjab,Rabi_2021,rabi,rice,32.4945,74.5229,0.1326,0.0828,-0.1877,0.1335,0.663,0.0793,0.054,-0.0735,0.2258,17.6,139.1,22.2,Diseased
PB09,Sahiwal,Punjab,Rabi_2021,rabi,sugarcane,30.6706,73.1064,0.2633,0.1694,-0.3056,0.2677,1.316,0.0401,0.0523,0.1656,0.3675,19.3,93.3,20.5,Healthy
PB07,Bahawalpur,Punjab,Rabi_2021,rabi,cotton,29.3956,71.6836,0.2124,0.1505,-0.2726,0.2164,1.062,0.0768,0.043,0.1377,0.2903,18.5,115.9,21.0,Healthy
PB10,Rahim Yar Khan,Punjab,Rabi_2021,rabi,cotton,28.4202,70.2952,0.1429,0.0984,-0.2279,0.139,0.714,0.1032,0.0288,0.0897,0.2052,19.1,137.3,21.6,Diseased
PB13,Okara,Punjab,Rabi_2021,rabi,wheat,30.8107,73.4597,0.1335,0.0863,-0.2121,0.1326,0.668,0.1111,0.0357,0.0195,0.19,16.6,121.9,21.9,Diseased
PB11,Jhang,Punjab,Rabi_2021,rabi,wheat,31.2681,72.3181,0.1653,0.0994,-0.2428,0.1677,0.827,0.0909,0.054,0.0237,0.2485,21.0,131.3,21.4,Stressed
PB05,Rawalpindi,Punjab,Rabi_2021,rabi,wheat,33.5651,73.0169,0.1524,0.0983,-0.2201,0.1482,0.762,0.0968,0.0483,0.0743,0.2525,20.8,107.2,21.8,Stressed
PB12,Sheikhupura,Punjab,Rabi_2021,rabi,rice,31.7167,73.985,0.1845,0.1132,-0.2437,0.1824,0.922,0.0708,0.0872,-0.1174,0.2798,18.5,144.7,21.4,Stressed
PB14,Pakpattan,Punjab,Rabi_2021,rabi,cotton,30.3436,73.3873,0.1411,0.1017,-0.2093,0.1428,0.706,0.0987,0.0347,0.0297,0.2047,16.5,123.7,21.9,Diseased
PB16,Bahawalnagar,Punjab,Rabi_2021,rabi,cotton,29.9958,73.2531,0.1577,0.1111,-0.2266,0.1573,0.789,0.0974,0.0355,0.0686,0.2293,19.2,119.7,21.7,Stressed
PB19,DG Khan,Punjab,Rabi_2021,rabi,wheat,30.0496,70.6358,0.1826,0.1226,-0.253,0.1841,0.913,0.0941,0.0333,0.1209,0.2519,18.1,127.6,21.3,Stressed
PB20,Gujrat,Punjab,Rabi_2021,rabi,rice,32.5736,74.0789,0.1212,0.0773,-0.1726,0.1211,0.606,0.0712,0.0432,0.0312,0.207,18.0,103.2,22.5,Diseased
PB17,Chakwal,Punjab,Rabi_2021,rabi,wheat,32.9328,72.8553,0.1646,0.1044,-0.2308,0.1625,0.823,0.0983,0.0442,0.0812,0.2547,21.7,97.2,21.6,Stressed
PB21,Hafizabad,Punjab,Rabi_2021,rabi,rice,32.0708,73.6886,0.1488,0.0881,-0.2105,0.1459,0.744,0.0747,0.0735,-0.0326,0.2324,19.9,121.9,21.9,Diseased
PB15,Attock,Punjab,Rabi_2021,rabi,wheat,33.7667,72.3667,0.2783,0.1694,-0.3261,0.2827,1.391,0.0695,0.0598,0.1419,0.4051,19.4,133.9,20.2,Healthy
PB18,Chiniot,Punjab,Rabi_2021,rabi,sugarcane,31.7192,72.9783,0.1464,0.0845,-0.224,0.1469,0.732,0.0931,0.0484,-0.0145,0.2208,19.5,123.3,21.7,Diseased
PB26,Lodhran,Punjab,Rabi_2021,rabi,wheat,29.5333,71.6333,0.191,0.1404,-0.2586,0.1878,0.955,0.0867,0.0425,0.1212,0.2723,20.4,108.5,21.2,Stressed
PB23,Khanewal,Punjab,Rabi_2021,rabi,wheat,30.3014,71.9322,0.2438,0.1707,-0.3059,0.2493,1.219,0.0567,0.0596,0.1497,0.3845,18.1,127.7,20.5,Healthy
PB27,Mandi Bahauddin,Punjab,Rabi_2021,rabi,sugarcane,32.5864,73.4917,0.1716,0.0979,-0.232,0.1688,0.858,0.0692,0.0473,0.0846,0.2542,19.6,154.3,21.6,Stressed
PB29,Muzaffargarh,Punjab,Rabi_2021,rabi,cotton,30.0736,71.1925,0.1537,0.107,-0.231,0.1517,0.768,0.0915,0.0305,0.0932,0.2197,19.2,115.5,21.6,Stressed
PB22,Kasur,Punjab,Rabi_2021,rabi,rice,31.1181,74.4503,0.1441,0.0892,-0.2151,0.1429,0.72,0.1155,0.0788,-0.1552,0.1991,20.2,132.6,21.8,Diseased
PB24,Khushab,Punjab,Rabi_2021,rabi,wheat,32.2989,72.3522,0.1757,0.109,-0.2438,0.1736,0.879,0.0849,0.0402,0.1062,0.2631,17.6,132.6,21.4,Stressed
PB30,Narowal,Punjab,Rabi_2021,rabi,rice,32.1003,74.8753,0.195,0.1235,-0.251,0.1981,0.975,0.0748,0.0472,0.1144,0.2739,20.3,144.1,21.3,Stressed
PB25,Layyah,Punjab,Rabi_2021,rabi,cotton,30.9617,70.9439,0.1302,0.092,-0.2011,0.1322,0.651,0.103,0.0324,0.0718,0.197,18.0,117.1,22.0,Diseased
PB28,Mianwali,Punjab,Rabi_2021,rabi,wheat,32.5853,71.5436,0.2418,0.1562,-0.3001,0.2468,1.209,0.0672,0.0647,0.099,0.3725,18.8,103.6,20.6,Healthy
PB31,Toba Tek Singh,Punjab,Rabi_2021,rabi,sugarcane,30.9667,72.4833,0.2707,0.1741,-0.322,0.2705,1.353,0.0383,0.0751,0.1247,0.394,18.6,110.9,20.3,Healthy
PB33,Jhelum,Punjab,Rabi_2021,rabi,wheat,32.9425,73.7258,0.2243,0.1278,-0.2774,0.2318,1.121,0.0636,0.0546,0.1316,0.32,18.5,114.5,20.9,Healthy
PB32,Vehari,Punjab,Rabi_2021,rabi,cotton,30.0442,72.3514,0.1974,0.1335,-0.2674,0.2014,0.987,0.0908,0.0389,0.122,0.2661,19.8,109.8,21.1,Stressed
PB34,Bhakkar,Punjab,Rabi_2021,rabi,wheat,31.6267,71.0617,0.1447,0.0993,-0.2149,0.1469,0.723,0.1021,0.0358,0.0771,0.2107,20.0,90.8,21.8,Diseased
SD02,Hyderabad,Sindh,Rabi_2021,rabi,wheat,25.396,68.3578,0.2369,0.1674,-0.2944,0.2283,1.184,0.0733,0.0534,0.1401,0.3468,18.8,132.0,20.7,Healthy
SD03,Sukkur,Sindh,Rabi_2021,rabi,wheat,27.7052,68.857,0.1417,0.1024,-0.2347,0.1434,0.709,0.1137,0.0291,0.085,0.1988,20.3,128.7,21.5,Diseased
SD04,Larkana,Sindh,Rabi_2021,rabi,rice,27.557,68.2138,0.1214,0.093,-0.1994,0.1208,0.607,0.1075,0.0274,0.0731,0.1821,20.6,134.0,22.1,Diseased
SD05,Nawabshah,Sindh,Rabi_2021,rabi,sugarcane,26.2442,68.4099,0.1323,0.0966,-0.223,0.1313,0.662,0.1158,0.0259,0.0872,0.1887,20.1,121.7,21.7,Diseased
SD07,Khairpur,Sindh,Rabi_2021,rabi,sugarcane,27.5297,68.7592,0.1642,0.1175,-0.2421,0.1663,0.821,0.0932,0.0448,0.0901,0.2468,17.9,133.4,21.4,Stressed
SD06,Mirpurkhas,Sindh,Rabi_2021,rabi,rice,25.5281,69.0092,0.1966,0.132,-0.2772,0.1948,0.983,0.0929,0.0417,0.1208,0.2886,20.1,123.6,20.9,Stressed
SD01,Karachi,Sindh,Rabi_2021,rabi,cotton,24.8607,67.0011,0.0836,0.0598,-0.1633,0.0815,0.418,0.1206,0.0282,0.0041,0.1669,18.5,78.5,22.6,Diseased
SD08,Jacobabad,Sindh,Rabi_2021,rabi,wheat,28.2769,68.4514,0.1311,0.1022,-0.2153,0.1299,0.655,0.1093,0.0245,0.0884,0.1897,20.2,106.6,21.8,Diseased
SD09,Badin,Sindh,Rabi_2021,rabi,rice,24.6556,68.8383,0.1697,0.1158,-0.2512,0.1653,0.849,0.1063,0.0382,0.0908,0.2533,18.7,155.6,21.3,Stressed
SD10,Dadu,Sindh,Rabi_2021,rabi,wheat,26.7317,67.7753,0.1452,0.1063,-0.2317,0.1407,0.726,0.1051,0.0266,0.0875,0.2123,19.1,114.4,21.6,Diseased
SD13,Kashmore,Sindh,Rabi_2021,rabi,wheat,28.4475,69.5675,0.4602,0.3202,-0.4661,0.4579,2.301,-0.1053,0.1921,0.0667,0.6625,19.0,124.9,18.2,Healthy
SD14,Matiari,Sindh,Rabi_2021,rabi,sugarcane,25.5975,68.4608,0.4552,0.2859,-0.4696,0.4562,2.276,-0.0546,0.1508,0.209,0.6819,17.6,109.5,18.1,Healthy
SD15,Naushahro Feroze,Sindh,Rabi_2021,rabi,sugarcane,26.8414,68.1175,0.2527,0.1861,-0.3123,0.2519,1.263,0.0513,0.0685,0.1044,0.3473,18.8,143.6,20.4,Healthy
SD16,Sanghar,Sindh,Rabi_2021,rabi,cotton,26.0464,68.9486,0.1892,0.1262,-0.2756,0.1888,0.946,0.1036,0.0461,0.1074,0.2725,20.8,131.4,20.9,Stressed
SD11,Ghotki,Sindh,Rabi_2021,rabi,cotton,28.0033,69.3161,0.1556,0.1114,-0.2355,0.1576,0.778,0.0987,0.0304,0.1006,0.227,19.8,151.0,21.5,Stressed
SD12,Kamber,Sindh,Rabi_2021,rabi,wheat,27.5861,68.0017,0.1278,0.0948,-0.2091,0.1223,0.639,0.1173,0.0336,0.0313,0.2063,17.6,129.3,21.9,Diseased
SD17,Shikarpur,Sindh,Rabi_2021,rabi,wheat,27.9569,68.6381,0.1253,0.0909,-0.2133,0.1199,0.627,0.122,0.0223,0.0854,0.1826,16.1,123.8,21.9,Diseased
SD18,Tando Allahyar,Sindh,Rabi_2021,rabi,rice,25.4661,68.7178,0.1817,0.1247,-0.2637,0.1822,0.909,0.0985,0.0421,0.1124,0.2677,19.1,107.2,21.1,Stressed
SD19,Thatta,Sindh,Rabi_2021,rabi,cotton,24.7461,67.9239,0.1531,0.1105,-0.2339,0.1498,0.765,0.1172,0.0373,0.0908,0.243,17.5,117.7,21.6,Stressed
BL03,Khuzdar,Balochistan,Rabi_2021,rabi,mango,27.8,66.6167,0.1385,0.1164,-0.2219,0.1378,0.692,0.1084,0.0351,0.0906,0.2191,18.0,124.7,21.7,Diseased
SD20,Umerkot,Sindh,Rabi_2021,rabi,wheat,25.3619,69.7358,0.1788,0.1355,-0.2648,0.1766,0.894,0.1014,0.0388,0.1042,0.2755,21.6,89.8,21.1,Stressed
BL01,Quetta,Balochistan,Rabi_2021,rabi,wheat,30.1798,66.975,0.0701,0.0573,-0.1514,0.0701,0.351,0.1279,0.0203,0.0223,0.1113,19.3,146.1,22.8,Diseased
BL02,Turbat,Balochistan,Rabi_2021,rabi,wheat,26.0021,63.0621,0.1459,0.1248,-0.2059,0.1367,0.73,0.1004,0.0323,0.0818,0.2202,17.0,125.7,22.0,Diseased
BL05,Zhob,Balochistan,Rabi_2021,rabi,wheat,31.3417,69.4486,0.1225,0.0839,-0.2097,0.1207,0.613,0.1319,0.0237,0.0806,0.1764,17.3,105.4,21.9,Diseased
BL04,Loralai,Balochistan,Rabi_2021,rabi,wheat,30.3724,68.5989,0.096,0.084,-0.1832,0.0948,0.48,0.1344,0.0192,0.0415,0.1373,18.3,104.9,22.3,Diseased
BL06,Mastung,Balochistan,Rabi_2021,rabi,mango,29.797,66.846,0.1048,0.0869,-0.2034,0.1073,0.524,0.141,0.0343,0.0472,0.1942,16.8,111.8,22.0,Diseased
BL11,Chagai,Balochistan,Rabi_2021,rabi,wheat,29.1089,64.7983,0.0593,0.0464,-0.1672,0.0446,0.296,0.1686,0.0073,0.0415,0.0715,19.5,111.0,22.5,Diseased
BL09,Kalat,Balochistan,Rabi_2021,rabi,wheat,29.0228,66.5906,0.135,0.1058,-0.2359,0.1418,0.675,0.1414,0.0343,0.0893,0.2188,18.9,118.8,21.5,Diseased
